Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1753093919.5429618,12822,1753108319,562717547,ukd_base,-0.46262937784194946,0.6293654441833496,0.0,0.0,0.0,-0.9999999999999971,7.549789954891874e-08
1753093919.5526378,12823,1753108319,572719089,ukd_base,-0.46653494238853455,0.6185631155967712,0.0,0.0,0.0,-0.9999999999999971,7.549789954891874e-08
1753093919.5727994,12824,1753108319,592710045,ukd_base,-0.4763128161430359,0.6206328272819519,0.0,0.0,0.0,-0.9999999999999971,7.549789954891874e-08
1753093919.5828319,12825,1753108319,602729365,ukd_base,-0.4757627844810486,0.6314747929573059,0.0,0.0,0.0,-0.9999999999999971,7.549789954891874e-08
1753093919.6028936,12826,1753108319,622714265,ukd_base,-0.4820020794868469,0.6226938962936401,0.0,0.0,0.0,-0.9999999999999971,7.549789954891874e-08
1753093919.6128006,12827,1753108319,632734622,ukd_base,-0.4784963130950928,0.6149915456771851,0.0,0.0,0.0,-0.9999999999999971,7.549789954891874e-08
1753093919.6333766,12828,1753108319,652837688,ukd_base,-0.46698060631752014,0.6127978563308716,0.0,0.0,0.0,-0.9999999999999971,7.549789954891874e-08
1753093919.652876,12829,1753108319,672729237,ukd_base,-0.44194144010543823,0.6382413506507874,0.0,0.0,0.0,-0.9999999999999971,7.549789954891874e-08
1753093919.6630754,12830,1753108319,682794890,ukd_base,-0.4375821053981781,0.6316577196121216,0.0,0.0,0.0,0.9999997551995965,0.0006997147611762599
1753093919.672913,12831,1753108319,692719045,ukd_base,-0.4594864249229431,0.6127527952194214,0.0,0.0,0.0,0.9999991432681345,0.0013089931233482921
1753093919.6927872,12832,1753108319,712711667,ukd_base,-0.45388948917388916,0.6221560835838318,0.0,0.0,0.0,0.9999979719082531,0.0020139958740465393
1753093919.7033036,12833,1753108319,722715302,ukd_base,-0.44300007820129395,0.6408815979957581,0.0,0.0,0.0,0.9999968564630212,0.002507401857647674
1753093919.7233744,12834,1753108319,742829757,ukd_base,-0.44385769963264465,0.633307695388794,0.0,0.0,0.0,0.9999951025650089,0.0031296718673446957
1753093919.7328923,12835,1753108319,752712874,ukd_base,-0.4543828070163727,0.6282585263252258,0.0,0.0,0.0,0.9999939176956341,0.0034877746110339707
1753093919.7531662,12836,1753108319,772718552,ukd_base,-0.46232742071151733,0.6279005408287048,0.0,0.0,0.0,0.9999921508308669,0.003962105078965805
1753093919.7631578,12837,1753108319,782713280,ukd_base,-0.46010860800743103,0.6221753358840942,0.0,0.0,0.0,0.9999901213901731,0.004444898431559701
1753093919.783155,12838,1753108319,802720865,ukd_base,-0.4696033000946045,0.6098147630691528,0.0,0.0,0.0,0.9999884655323058,0.004802999307135209
1753093919.7928977,12839,1753108319,812718704,ukd_base,-0.46969085931777954,0.613652229309082,0.0,0.0,0.0,0.9999867250839427,0.00515263581976257
1753093919.8127308,12840,1753108319,832710011,ukd_base,-0.46486058831214905,0.6200311779975891,0.0,0.0,0.0,0.9999847038986203,0.005531000704098766
1753093919.8227804,12841,1753108319,842710276,ukd_base,-0.45871543884277344,0.6190210580825806,0.0,0.0,0.0,0.999982583200077,0.005901973949530655
1753093919.8428144,12842,1753108319,862718121,ukd_base,-0.48321956396102905,0.6114249229431152,0.0,0.0,0.0,0.9999814087808813,0.0060977120794634175
1753093919.8528264,12843,1753108319,872716533,ukd_base,-0.47406890988349915,0.6112277507781982,0.0,0.0,0.0,0.9999792194912295,0.00644675001156334
1753093919.8727438,12844,1753108319,892713267,ukd_base,-0.4856564700603485,0.608398973941803,0.0,0.0,0.0,0.9999765807391332,0.006843827384716468
1753093919.8825152,12845,1753108319,902718661,ukd_base,-0.4809671640396118,0.6050512790679932,0.0,0.0,0.0,0.999974126734655,0.007193459617190462
1753093919.902911,12846,1753108319,922714839,ukd_base,-0.4797053337097168,0.6201739311218262,0.0,0.0,0.0,0.9999707946932397,0.007642627857656825
1753093919.9229128,12847,1753108319,942723683,ukd_base,-0.48360416293144226,0.6079462170600891,0.0,0.0,0.0,0.9999668622662051,0.008140907165681818
1753093919.9327352,12848,1753108319,952726615,ukd_base,-0.4867117702960968,0.5989676117897034,0.0,0.0,0.0,0.9999628338149484,0.00862154213454932
1753093919.943257,12849,1753108319,962932619,ukd_base,-0.4766892194747925,0.6024729609489441,0.0,0.0,0.0,0.9999584831505809,0.009112188276661331
1753093919.962932,12850,1753108319,982712132,ukd_base,-0.47001227736473083,0.6045647263526917,0.0,0.0,0.0,0.9999550610348028,0.009480290653967821
1753093919.9832034,12851,1753108320,2764327,ukd_base,-0.4673765003681183,0.6044164896011353,0.0,0.0,0.0,0.9999516969338718,0.009828723165815423
1753093919.9925075,12852,1753108320,12716352,ukd_base,-0.45559221506118774,0.611836850643158,0.0,0.0,0.0,0.999946788387884,0.010316026015692049
1753093920.012762,12853,1753108320,32725048,ukd_base,-0.45456328988075256,0.6264328360557556,0.0,0.0,0.0,0.999943183917235,0.010659687493669526
1753093920.022869,12854,1753108320,42722943,ukd_base,-0.4486352801322937,0.6329066753387451,0.0,0.0,0.0,0.9999394193553774,0.011007162178814069
1753093920.0329027,12855,1753108320,52715004,ukd_base,-0.45961666107177734,0.6190891265869141,0.0,0.0,0.0,0.9999351653491267,0.011387058365292005
1753093920.0528226,12856,1753108320,72714144,ukd_base,-0.4468623697757721,0.6242848038673401,0.0,0.0,0.0,0.9999311074568993,0.011737987051408405
