Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1753093879.0309203,10210,1753108279,21258595,ukd_base,0.6924483180046082,0.8479195833206177,0.0,0.0,0.0,-0.9996882803567615,0.024966820329008033
1753093879.0322208,10212,1753108279,41224310,ukd_base,0.6928117871284485,0.8328253030776978,0.0,0.0,0.0,-0.9997020188360914,0.024410520990817926
1753093879.0486572,10213,1753108279,60937027,ukd_base,0.7070068120956421,0.815527081489563,0.0,0.0,0.0,-0.999709588427965,0.02409852288396255
1753093879.064663,10214,1753108279,80934131,ukd_base,0.7390910387039185,0.8032292127609253,0.0,0.0,0.0,-0.9997205151125416,0.023640889643044165
1753093879.0787473,10215,1753108279,90958229,ukd_base,0.7205893993377686,0.8192578554153442,0.0,0.0,0.0,-0.9997301063222314,0.02323175656165648
1753093879.0988178,10216,1753108279,110990240,ukd_base,0.7201061844825745,0.8272270560264587,0.0,0.0,0.0,-0.9997397857753036,0.022811416833460982
1753093879.1108596,10217,1753108279,121296354,ukd_base,0.6815567016601562,0.8795653581619263,0.0,0.0,0.0,-0.9997493125176374,0.022390000458047364
1753093879.1288133,10218,1753108279,141014997,ukd_base,0.6580281853675842,0.8738598227500916,0.0,0.0,0.0,-0.9997567408109953,0.022055820161045972
1753093879.1546767,10219,1753108279,151197538,ukd_base,0.671935498714447,0.8541048765182495,0.0,0.0,0.0,-0.9997659155211899,0.021635946063830017
1753093879.1561573,10220,1753108279,165199434,ukd_base,0.7163549065589905,0.8264663815498352,0.0,0.0,0.0,-0.9997713515101837,0.021383280840430112
1753093879.1704485,10221,1753108279,181057945,ukd_base,0.7427521347999573,0.7972123622894287,0.0,0.0,0.0,-0.9997755204816373,0.0211874643520935
1753093879.2007277,10222,1753108279,200987715,ukd_base,0.7152022123336792,0.8340692520141602,0.0,0.0,0.0,-0.9997785060200965,0.021046113660811865
1753093879.2028356,10223,1753108279,211184145,ukd_base,0.7367247939109802,0.8237059712409973,0.0,0.0,0.0,-0.9997828002987086,0.020841118656937708
1753093879.2286596,10224,1753108279,231073787,ukd_base,0.7276610732078552,0.8055915236473083,0.0,0.0,0.0,-0.9997859416322085,0.02068987468783405
1753093879.236598,10225,1753108279,241218106,ukd_base,0.7047692537307739,0.8234935402870178,0.0,0.0,0.0,-0.9997878439341435,0.020597745544516318
1753093879.2427435,10226,1753108279,251178464,ukd_base,0.7440370321273804,0.7865841388702393,0.0,0.0,0.0,-0.9997901335625573,0.020486308378129772
1753093879.270739,10227,1753108279,271165790,ukd_base,0.7488700151443481,0.7766876220703125,0.0,0.0,0.0,-0.9997893391107674,0.020525043250989496
1753093879.2725964,10228,1753108279,281169277,ukd_base,0.7308576703071594,0.7981768846511841,0.0,0.0,0.0,-0.9997888519210557,0.020548760896398247
1753093879.2885516,10229,1753108279,300969012,ukd_base,0.7373647689819336,0.803510308265686,0.0,0.0,0.0,-0.9997868729259227,0.020644823201101635
1753093879.3205993,10230,1753108279,321194410,ukd_base,0.7114271521568298,0.8223763704299927,0.0,0.0,0.0,-0.9997800963022271,0.02097043246834936
1753093879.3287532,10231,1753108279,331169064,ukd_base,0.6897123456001282,0.8416813611984253,0.0,0.0,0.0,-0.9997661862594756,0.02162343201676227
1753093879.3646631,10232,1753108279,351056057,ukd_base,0.7168118953704834,0.8154619336128235,0.0,0.0,0.0,-0.999746786560659,0.022502505674617375
1753093879.3660715,10234,1753108279,373280031,ukd_base,0.7390820980072021,0.7921640872955322,0.0,0.0,0.0,-0.9996953413148222,0.024682474621503844
1753093879.370864,10235,1753108279,390211291,ukd_base,0.7479291558265686,0.7824039459228516,0.0,0.0,0.0,-0.9996613932755973,0.02602112207979566
1753093879.3910084,10236,1753108279,410214468,ukd_base,0.7153143286705017,0.8153717517852783,0.0,0.0,0.0,-0.9996289006497191,0.027240796350952026
1753093879.401142,10237,1753108279,420212696,ukd_base,0.7052059173583984,0.826233983039856,0.0,0.0,0.0,-0.9995925108867869,0.0285449151172114
1753093879.4207416,10238,1753108279,440209911,ukd_base,0.7198961973190308,0.810953676700592,0.0,0.0,0.0,-0.9995816180988192,0.028923844124640694
1753093879.4313152,10239,1753108279,450284082,ukd_base,0.7081364989280701,0.8195036053657532,0.0,0.0,0.0,-0.9995626649433415,0.02957158858372812
1753093879.450952,10240,1753108279,470214113,ukd_base,0.7365524768829346,0.7928044199943542,0.0,0.0,0.0,-0.999569218251573,0.029349240602428734
1753093879.4612036,10241,1753108279,480211211,ukd_base,0.703591525554657,0.8173933625221252,0.0,0.0,0.0,-0.9995732010242449,0.029213281125963126
1753093879.4808257,10242,1753108279,500214129,ukd_base,0.6768589615821838,0.8555942177772522,0.0,0.0,0.0,-0.9995759512335477,0.029119026693010266
1753093879.4914339,10243,1753108279,510736778,ukd_base,0.660115659236908,0.8794974684715271,0.0,0.0,0.0,-0.9995620936732416,0.029590892037346765
1753093879.5108685,10244,1753108279,530217850,ukd_base,0.6859293580055237,0.8481003046035767,0.0,0.0,0.0,-0.9995723055540554,0.029243904823913418
1753093879.520704,10245,1753108279,540216763,ukd_base,0.7088457942008972,0.8247875571250916,0.0,0.0,0.0,-0.9995785783666838,0.029028704250093157
1753093879.5406985,10246,1753108279,560212385,ukd_base,0.7377331852912903,0.800058901309967,0.0,0.0,0.0,-0.9995974300413134,0.028372131657693242
