Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1753093965.8256416,15805,1753108365,844593382,ukd_base,-0.3178826868534088,0.7156291604042053,0.0,0.0,0.0,0.9965101523005709,0.083471650048941
1753093965.9577758,15806,1753108365,856379668,ukd_base,-0.3125622570514679,0.7104191184043884,0.0,0.0,0.0,0.9965211291286479,0.08334050155935407
1753093965.958948,15814,1753108365,976778287,ukd_base,-0.31458601355552673,0.6988766193389893,0.0,0.0,0.0,0.996501340477312,0.08357678162576188
1753093965.9675028,15815,1753108365,986719552,ukd_base,-0.3326922357082367,0.7049269080162048,0.0,0.0,0.0,0.9964988791525301,0.08360612326708569
1753093965.9871266,15816,1753108366,6713397,ukd_base,-0.3316152095794678,0.7056029438972473,0.0,0.0,0.0,0.9964876178060217,0.08374023859101444
1753093965.9973335,15817,1753108366,16719939,ukd_base,-0.3321908414363861,0.708764910697937,0.0,0.0,0.0,0.9964877276139228,0.08373893189455184
1753093966.0075276,15818,1753108366,26723889,ukd_base,-0.33135613799095154,0.7082445621490479,0.0,0.0,0.0,0.9964865695534528,0.08375271159545543
1753093966.0272446,15819,1753108366,46721715,ukd_base,-0.31624865531921387,0.7144865989685059,0.0,0.0,0.0,0.9964857308389884,0.08376268998956053
1753093966.0466158,15820,1753108366,66610172,ukd_base,-0.3005872964859009,0.7207772731781006,0.0,0.0,0.0,0.9964841130360651,0.08378193401161507
1753093966.0573452,15821,1753108366,76604233,ukd_base,-0.3314219117164612,0.7101289629936218,0.0,0.0,0.0,0.9964851117237437,0.08377005498934592
1753093966.0771186,15822,1753108366,96942871,ukd_base,-0.31445902585983276,0.7100453972816467,0.0,0.0,0.0,0.9964729480696483,0.08391462188071948
1753093966.0871243,15823,1753108366,106617916,ukd_base,-0.31462833285331726,0.7143776416778564,0.0,0.0,0.0,0.9964729480696483,0.08391462188071948
1753093966.1069407,15824,1753108366,126638538,ukd_base,-0.31485074758529663,0.7239100933074951,0.0,0.0,0.0,0.9964622263041752,0.08404184403573338
1753093966.1252193,15825,1753108366,136717302,ukd_base,-0.3259129524230957,0.7224825620651245,0.0,0.0,0.0,0.9964620359488174,0.08404410099904498
1753093966.4141154,15826,1753108366,156597314,ukd_base,-0.3261941075325012,0.7313684821128845,0.0,0.0,0.0,0.9964522508188571,0.08416003706055122
1753093966.415399,15827,1753108366,168646265,ukd_base,-0.3329140841960907,0.7247657179832458,0.0,0.0,0.0,0.9964522508188571,0.08416003706055122
1753093966.4620125,15828,1753108366,186639016,ukd_base,-0.33595961332321167,0.7175432443618774,0.0,0.0,0.0,0.9964433060995427,0.08426587523673514
1753093966.4634786,15844,1753108366,436761524,ukd_base,-0.29240095615386963,0.7238152623176575,0.0,0.0,0.0,0.9963140063425111,0.08578112126648053
1753093966.4647274,15845,1753108366,456445075,ukd_base,-0.2842522859573364,0.720399796962738,0.0,0.0,0.0,0.9963131882246822,0.08579062285336876
1753093966.4647586,15846,1753108366,476576881,ukd_base,-0.3230828046798706,0.7089706659317017,0.0,0.0,0.0,0.9963018889451575,0.08592174395524708
1753093966.4674494,15847,1753108366,486750959,ukd_base,-0.33580300211906433,0.7132891416549683,0.0,0.0,0.0,0.9963039576756505,0.08589775270538555
1753093966.4774785,15848,1753108366,496723891,ukd_base,-0.32585370540618896,0.715126633644104,0.0,0.0,0.0,0.9963011514362153,0.08593029527978796
1753093966.4875252,15849,1753108366,506838488,ukd_base,-0.31365689635276794,0.7284488677978516,0.0,0.0,0.0,0.9962896285856842,0.08606379013615123
1753093966.5073707,15850,1753108366,526726259,ukd_base,-0.31720036268234253,0.7160633206367493,0.0,0.0,0.0,0.9962810055239576,0.08616355396669681
1753093966.6398706,15851,1753108366,544488975,ukd_base,-0.3096427619457245,0.7117882370948792,0.0,0.0,0.0,0.9962716217472424,0.08627198676928423
1753093966.6417856,15856,1753108366,634515154,ukd_base,-0.31651580333709717,0.6950376629829407,0.0,0.0,0.0,0.9961860854401069,0.08725412984791059
1753093966.6851366,15857,1753108366,666399136,ukd_base,-0.3179009258747101,0.7104372382164001,0.0,0.0,0.0,0.9961551723142035,0.08760635063543945
1753093966.6864424,15858,1753108366,680396496,ukd_base,-0.31947192549705505,0.7004046440124512,0.0,0.0,0.0,0.9961450250111099,0.08772165722109483
1753093966.7328525,15859,1753108366,704439972,ukd_base,-0.34796199202537537,0.7039056420326233,0.0,0.0,0.0,0.9961234006357502,0.08796687277531647
1753093966.7489681,15860,1753108366,740535213,ukd_base,-0.3338037431240082,0.7140872478485107,0.0,0.0,0.0,0.9960790322413748,0.0884678559087209
1753093966.7502992,15862,1753108366,764396746,ukd_base,-0.3271317481994629,0.7049389481544495,0.0,0.0,0.0,0.9960499343540242,0.08879486625556754
1753093966.765262,15863,1753108366,781940334,ukd_base,-0.33451777696609497,0.6957614421844482,0.0,0.0,0.0,0.9960299986030839,0.08901821096124415
1753093966.7705212,15864,1753108366,790723424,ukd_base,-0.330127090215683,0.6905466914176941,0.0,0.0,0.0,0.9960195284901461,0.08913528407015418
1753093966.7907488,15865,1753108366,810720213,ukd_base,-0.3158441185951233,0.6855190396308899,0.0,0.0,0.0,0.9959970659858984,0.08938593036648435
1753093966.811075,15866,1753108366,830814131,ukd_base,-0.3277603089809418,0.688291609287262,0.0,0.0,0.0,0.9959746258906617,0.08963562116679093
