id,agent_past_pos,robot_past_pos,predicted_target_pos
45,"[[5.77, 5.46, 5.12, 4.85, 4.64, 4.46, 4.24, 4.02, 3.91, 3.81], [4.529999999999999, 4.529999999999999, 4.52, 4.499999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.459999999999999, 4.459999999999999, 4.4399999999999995]]","[[8.24994390194372, 8.31414739389249, 8.3245898261311, 8.292018267945524, 8.225440212945905, 8.13160783098398, 8.016821596542867, 7.886098014550114, 7.743348509478339, 7.591547951633924], [5.247188827952859, 5.079028453245901, 4.8993316096204715, 4.722303098929782, 4.555068644966289, 4.401460428729815, 4.2628093545081205, 4.139070334344779, 4.029422813616933, 3.9326933422127923]]","[1.7785487031292853, 4.159811163787003]"
46,"[[5.46, 5.12, 4.85, 4.64, 4.46, 4.24, 4.02, 3.91, 3.81, 3.72], [4.529999999999999, 4.52, 4.499999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.459999999999999, 4.459999999999999, 4.4399999999999995, 4.43]]","[[8.31414739389249, 8.3245898261311, 8.292018267945524, 8.225440212945905, 8.13160783098398, 8.016821596542867, 7.886098014550114, 7.743348509478339, 7.591547951633924, 7.433116674103586], [5.079028453245901, 4.8993316096204715, 4.722303098929782, 4.555068644966289, 4.401460428729815, 4.2628093545081205, 4.139070334344779, 4.029422813616933, 3.9326933422127923, 3.84725605351456]]","[1.9372484680794164, 3.7463989595843157]"
47,"[[5.12, 4.85, 4.64, 4.46, 4.24, 4.02, 3.91, 3.81, 3.72, 3.61], [4.52, 4.499999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.459999999999999, 4.459999999999999, 4.4399999999999995, 4.43, 4.409999999999999]]","[[8.3245898261311, 8.292018267945524, 8.225440212945905, 8.13160783098398, 8.016821596542867, 7.886098014550114, 7.743348509478339, 7.591547951633924, 7.433116674103586, 7.270064256227855], [4.8993316096204715, 4.722303098929782, 4.555068644966289, 4.401460428729815, 4.2628093545081205, 4.139070334344779, 4.029422813616933, 3.9326933422127923, 3.84725605351456, 3.771007059915446]]","[2.0714181876548565, 3.3738182176188456]"
48,"[[4.85, 4.64, 4.46, 4.24, 4.02, 3.91, 3.81, 3.72, 3.61, 3.49], [4.499999999999999, 4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.459999999999999, 4.459999999999999, 4.4399999999999995, 4.43, 4.409999999999999, 4.3999999999999995]]","[[8.292018267945524, 8.225440212945905, 8.13160783098398, 8.016821596542867, 7.886098014550114, 7.743348509478339, 7.591547951633924, 7.433116674103586, 7.270064256227855, 7.103861344177282], [4.722303098929782, 4.555068644966289, 4.401460428729815, 4.2628093545081205, 4.139070334344779, 4.029422813616933, 3.9326933422127923, 3.84725605351456, 3.771007059915446, 3.701894166574842]]","[2.1265878799744016, 3.1399564171890084]"
49,"[[4.64, 4.46, 4.24, 4.02, 3.91, 3.81, 3.72, 3.61, 3.49, 3.42], [4.489999999999999, 4.4799999999999995, 4.4799999999999995, 4.459999999999999, 4.459999999999999, 4.4399999999999995, 4.43, 4.409999999999999, 4.3999999999999995, 4.39]]","[[8.225440212945905, 8.13160783098398, 8.016821596542867, 7.886098014550114, 7.743348509478339, 7.591547951633924, 7.433116674103586, 7.270064256227855, 7.103861344177282, 6.935417863098648], [4.555068644966289, 4.401460428729815, 4.2628093545081205, 4.139070334344779, 4.029422813616933, 3.9326933422127923, 3.84725605351456, 3.771007059915446, 3.701894166574842, 3.6384371442517636]]","[2.1976945125737455, 3.0179629845342038]"
50,"[[4.46, 4.24, 4.02, 3.91, 3.81, 3.72, 3.61, 3.49, 3.42, 3.31], [4.4799999999999995, 4.4799999999999995, 4.459999999999999, 4.459999999999999, 4.4399999999999995, 4.43, 4.409999999999999, 4.3999999999999995, 4.39, 4.369999999999999]]","[[8.13160783098398, 8.016821596542867, 7.886098014550114, 7.743348509478339, 7.591547951633924, 7.433116674103586, 7.270064256227855, 7.103861344177282, 6.935417863098648, 6.765286923869173], [4.401460428729815, 4.2628093545081205, 4.139070334344779, 4.029422813616933, 3.9326933422127923, 3.84725605351456, 3.771007059915446, 3.701894166574842, 3.6384371442517636, 3.5796539534835112]]","[2.2054276480513018, 2.936858569553305]"
51,"[[4.24, 4.02, 3.91, 3.81, 3.72, 3.61, 3.49, 3.42, 3.31, 3.22], [4.4799999999999995, 4.459999999999999, 4.459999999999999, 4.4399999999999995, 4.43, 4.409999999999999, 4.3999999999999995, 4.39, 4.369999999999999, 4.359999999999999]]","[[8.016821596542867, 7.886098014550114, 7.743348509478339, 7.591547951633924, 7.433116674103586, 7.270064256227855, 7.103861344177282, 6.935417863098648, 6.765286923869173, 6.593842745747587], [4.2628093545081205, 4.139070334344779, 4.029422813616933, 3.9326933422127923, 3.84725605351456, 3.771007059915446, 3.701894166574842, 3.6384371442517636, 3.5796539534835112, 3.5248188024559646]]","[2.1407353887224403, 2.833086276630464]"
52,"[[4.02, 3.91, 3.81, 3.72, 3.61, 3.49, 3.42, 3.31, 3.22, 3.08], [4.459999999999999, 4.459999999999999, 4.4399999999999995, 4.43, 4.409999999999999, 4.3999999999999995, 4.39, 4.369999999999999, 4.359999999999999, 4.319999999999999]]","[[7.886098014550114, 7.743348509478339, 7.591547951633924, 7.433116674103586, 7.270064256227855, 7.103861344177282, 6.935417863098648, 6.765286923869173, 6.593842745747587, 6.4214055306909925], [4.139070334344779, 4.029422813616933, 3.9326933422127923, 3.84725605351456, 3.771007059915446, 3.701894166574842, 3.6384371442517636, 3.5796539534835112, 3.5248188024559646, 3.4731912239389944]]","[2.0081202752588636, 2.7051714285212087]"
53,"[[3.91, 3.81, 3.72, 3.61, 3.49, 3.42, 3.31, 3.22, 3.08, 2.98], [4.459999999999999, 4.4399999999999995, 4.43, 4.409999999999999, 4.3999999999999995, 4.39, 4.369999999999999, 4.359999999999999, 4.319999999999999, 4.31]]","[[7.743348509478339, 7.591547951633924, 7.433116674103586, 7.270064256227855, 7.103861344177282, 6.935417863098648, 6.765286923869173, 6.593842745747587, 6.4214055306909925, 6.248251001174964], [4.029422813616933, 3.9326933422127923, 3.84725605351456, 3.771007059915446, 3.701894166574842, 3.6384371442517636, 3.5796539534835112, 3.5248188024559646, 3.4731912239389944, 3.424023054275251]]","[1.8496499460297002, 2.6464050036999947]"
54,"[[3.81, 3.72, 3.61, 3.49, 3.42, 3.31, 3.22, 3.08, 2.98, 2.95], [4.4399999999999995, 4.43, 4.409999999999999, 4.3999999999999995, 4.39, 4.369999999999999, 4.359999999999999, 4.319999999999999, 4.31, 4.31]]","[[7.591547951633924, 7.433116674103586, 7.270064256227855, 7.103861344177282, 6.935417863098648, 6.765286923869173, 6.593842745747587, 6.4214055306909925, 6.248251001174964, 6.074509371095377], [3.9326933422127923, 3.84725605351456, 3.771007059915446, 3.701894166574842, 3.6384371442517636, 3.5796539534835112, 3.5248188024559646, 3.4731912239389944, 3.424023054275251, 3.3769715295678844]]","[1.8073680289322906, 2.652056859577345]"
55,"[[3.72, 3.61, 3.49, 3.42, 3.31, 3.22, 3.08, 2.98, 2.95, 2.95], [4.43, 4.409999999999999, 4.3999999999999995, 4.39, 4.369999999999999, 4.359999999999999, 4.319999999999999, 4.31, 4.31, 4.31]]","[[7.433116674103586, 7.270064256227855, 7.103861344177282, 6.935417863098648, 6.765286923869173, 6.593842745747587, 6.4214055306909925, 6.248251001174964, 6.074509371095377, 5.900236203674342], [3.84725605351456, 3.771007059915446, 3.701894166574842, 3.6384371442517636, 3.5796539534835112, 3.5248188024559646, 3.4731912239389944, 3.424023054275251, 3.3769715295678844, 3.3319286264971457]]","[1.8561225676574962, 2.6763365425661765]"
56,"[[3.61, 3.49, 3.42, 3.31, 3.22, 3.08, 2.98, 2.95, 2.95, 2.95], [4.409999999999999, 4.3999999999999995, 4.39, 4.369999999999999, 4.359999999999999, 4.319999999999999, 4.31, 4.31, 4.31, 4.31]]","[[7.270064256227855, 7.103861344177282, 6.935417863098648, 6.765286923869173, 6.593842745747587, 6.4214055306909925, 6.248251001174964, 6.074509371095377, 5.900236203674342, 5.72547528413383], [3.771007059915446, 3.701894166574842, 3.6384371442517636, 3.5796539534835112, 3.5248188024559646, 3.4731912239389944, 3.424023054275251, 3.3769715295678844, 3.3319286264971457, 3.2888168995385243]]","[1.9745731082305094, 2.702169925451763]"
57,"[[3.49, 3.42, 3.31, 3.22, 3.08, 2.98, 2.95, 2.95, 2.95, 2.95], [4.3999999999999995, 4.39, 4.369999999999999, 4.359999999999999, 4.319999999999999, 4.31, 4.31, 4.31, 4.31, 4.3]]","[[7.103861344177282, 6.935417863098648, 6.765286923869173, 6.593842745747587, 6.4214055306909925, 6.248251001174964, 6.074509371095377, 5.900236203674342, 5.72547528413383, 5.550275217157608], [3.701894166574842, 3.6384371442517636, 3.5796539534835112, 3.5248188024559646, 3.4731912239389944, 3.424023054275251, 3.3769715295678844, 3.3319286264971457, 3.2888168995385243, 3.24752602244046]]","[2.1786016331732334, 2.75233444834378]"
58,"[[3.42, 3.31, 3.22, 3.08, 2.98, 2.95, 2.95, 2.95, 2.95, 3.14], [4.39, 4.369999999999999, 4.359999999999999, 4.319999999999999, 4.31, 4.31, 4.31, 4.31, 4.3, 4.279999999999999]]","[[6.935417863098648, 6.765286923869173, 6.593842745747587, 6.4214055306909925, 6.248251001174964, 6.074509371095377, 5.900236203674342, 5.72547528413383, 5.550275217157608, 5.374660122605197], [3.6384371442517636, 3.5796539534835112, 3.5248188024559646, 3.4731912239389944, 3.424023054275251, 3.3769715295678844, 3.3319286264971457, 3.2888168995385243, 3.24752602244046, 3.208037561273337]]","[2.5515860202034633, 2.8002939880845554]"
59,"[[3.31, 3.22, 3.08, 2.98, 2.95, 2.95, 2.95, 2.95, 3.14, 3.37], [4.369999999999999, 4.359999999999999, 4.319999999999999, 4.31, 4.31, 4.31, 4.31, 4.3, 4.279999999999999, 4.239999999999999]]","[[6.765286923869173, 6.593842745747587, 6.4214055306909925, 6.248251001174964, 6.074509371095377, 5.900236203674342, 5.72547528413383, 5.550275217157608, 5.374660122605197, 5.198684300615983], [3.5796539534835112, 3.5248188024559646, 3.4731912239389944, 3.424023054275251, 3.3769715295678844, 3.3319286264971457, 3.2888168995385243, 3.24752602244046, 3.208037561273337, 3.170189046438266]]","[3.044230069353776, 2.877323770101596]"
60,"[[3.22, 3.08, 2.98, 2.95, 2.95, 2.95, 2.95, 3.14, 3.37, 3.57], [4.359999999999999, 4.319999999999999, 4.31, 4.31, 4.31, 4.31, 4.3, 4.279999999999999, 4.239999999999999, 4.2299999999999995]]","[[6.593842745747587, 6.4214055306909925, 6.248251001174964, 6.074509371095377, 5.900236203674342, 5.72547528413383, 5.550275217157608, 5.374660122605197, 5.198684300615983, 5.022367388376581], [3.5248188024559646, 3.4731912239389944, 3.424023054275251, 3.3769715295678844, 3.3319286264971457, 3.2888168995385243, 3.24752602244046, 3.208037561273337, 3.170189046438266, 3.1339627237106824]]","[3.5269382301658263, 2.9553798616911435]"
61,"[[3.08, 2.98, 2.95, 2.95, 2.95, 2.95, 3.14, 3.37, 3.57, 3.76], [4.319999999999999, 4.31, 4.31, 4.31, 4.31, 4.3, 4.279999999999999, 4.239999999999999, 4.2299999999999995, 4.2299999999999995]]","[[6.4214055306909925, 6.248251001174964, 6.074509371095377, 5.900236203674342, 5.72547528413383, 5.550275217157608, 5.374660122605197, 5.198684300615983, 5.022367388376581, 4.845695166783789], [3.4731912239389944, 3.424023054275251, 3.3769715295678844, 3.3319286264971457, 3.2888168995385243, 3.24752602244046, 3.208037561273337, 3.170189046438266, 3.1339627237106824, 3.099510929599674]]","[3.9570633461050777, 3.0568134850415305]"
62,"[[2.98, 2.95, 2.95, 2.95, 2.95, 3.14, 3.37, 3.57, 3.76, 3.96], [4.31, 4.31, 4.31, 4.31, 4.3, 4.279999999999999, 4.239999999999999, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995]]","[[6.248251001174964, 6.074509371095377, 5.900236203674342, 5.72547528413383, 5.550275217157608, 5.374660122605197, 5.198684300615983, 5.022367388376581, 4.845695166783789, 4.7390593483023435], [3.424023054275251, 3.3769715295678844, 3.3319286264971457, 3.2888168995385243, 3.24752602244046, 3.208037561273337, 3.170189046438266, 3.1339627237106824, 3.099510929599674, 3.0943872362526967]]","[4.453022320466498, 3.271335411086948]"
63,"[[2.95, 2.95, 2.95, 2.95, 3.14, 3.37, 3.57, 3.76, 3.96, 4.21], [4.31, 4.31, 4.31, 4.3, 4.279999999999999, 4.239999999999999, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995]]","[[6.074509371095377, 5.900236203674342, 5.72547528413383, 5.550275217157608, 5.374660122605197, 5.198684300615983, 5.022367388376581, 4.845695166783789, 4.7390593483023435, 4.704734904962042], [3.3769715295678844, 3.3319286264971457, 3.2888168995385243, 3.24752602244046, 3.208037561273337, 3.170189046438266, 3.1339627237106824, 3.099510929599674, 3.0943872362526967, 3.1156210172328067]]","[4.928618265586356, 3.504313217416675]"
64,"[[2.95, 2.95, 2.95, 3.14, 3.37, 3.57, 3.76, 3.96, 4.21, 4.42], [4.31, 4.31, 4.3, 4.279999999999999, 4.239999999999999, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995]]","[[5.900236203674342, 5.72547528413383, 5.550275217157608, 5.374660122605197, 5.198684300615983, 5.022367388376581, 4.845695166783789, 4.7390593483023435, 4.704734904962042, 4.73160090823696], [3.3319286264971457, 3.2888168995385243, 3.24752602244046, 3.208037561273337, 3.170189046438266, 3.1339627237106824, 3.099510929599674, 3.0943872362526967, 3.1156210172328067, 3.162264081254871]]","[5.278602091269949, 3.5776079023036074]"
65,"[[2.95, 2.95, 3.14, 3.37, 3.57, 3.76, 3.96, 4.21, 4.42, 4.59], [4.31, 4.3, 4.279999999999999, 4.239999999999999, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995]]","[[5.72547528413383, 5.550275217157608, 5.374660122605197, 5.198684300615983, 5.022367388376581, 4.845695166783789, 4.7390593483023435, 4.704734904962042, 4.73160090823696, 4.797241050200919], [3.2888168995385243, 3.24752602244046, 3.208037561273337, 3.170189046438266, 3.1339627237106824, 3.099510929599674, 3.0943872362526967, 3.1156210172328067, 3.162264081254871, 3.2121053397807193]]","[5.018567311959723, 2.6401249826106143]"
66,"[[2.95, 3.14, 3.37, 3.57, 3.76, 3.96, 4.21, 4.42, 4.59, 4.81], [4.3, 4.279999999999999, 4.239999999999999, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995]]","[[5.550275217157608, 5.374660122605197, 5.198684300615983, 5.022367388376581, 4.845695166783789, 4.7390593483023435, 4.704734904962042, 4.73160090823696, 4.797241050200919, 4.823800201611975], [3.24752602244046, 3.208037561273337, 3.170189046438266, 3.1339627237106824, 3.099510929599674, 3.0943872362526967, 3.1156210172328067, 3.162264081254871, 3.2121053397807193, 3.1434676969203066]]","[4.989898975091437, 1.9589917981776308]"
67,"[[3.14, 3.37, 3.57, 3.76, 3.96, 4.21, 4.42, 4.59, 4.81, 4.95], [4.279999999999999, 4.239999999999999, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.239999999999999]]","[[5.374660122605197, 5.198684300615983, 5.022367388376581, 4.845695166783789, 4.7390593483023435, 4.704734904962042, 4.73160090823696, 4.797241050200919, 4.823800201611975, 4.843732054429511], [3.208037561273337, 3.170189046438266, 3.1339627237106824, 3.099510929599674, 3.0943872362526967, 3.1156210172328067, 3.162264081254871, 3.2121053397807193, 3.1434676969203066, 3.0013305890711854]]","[5.275440926747779, 1.7762530791911195]"
68,"[[3.37, 3.57, 3.76, 3.96, 4.21, 4.42, 4.59, 4.81, 4.95, 5.09], [4.239999999999999, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.239999999999999, 4.239999999999999]]","[[5.198684300615983, 5.022367388376581, 4.845695166783789, 4.7390593483023435, 4.704734904962042, 4.73160090823696, 4.797241050200919, 4.823800201611975, 4.843732054429511, 4.894246514924483], [3.170189046438266, 3.1339627237106824, 3.099510929599674, 3.0943872362526967, 3.1156210172328067, 3.162264081254871, 3.2121053397807193, 3.1434676969203066, 3.0013305890711854, 2.773047512948502]]","[5.8345978819212485, 1.7311313809752353]"
69,"[[3.57, 3.76, 3.96, 4.21, 4.42, 4.59, 4.81, 4.95, 5.09, 5.28], [4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.239999999999999, 4.239999999999999, 4.249999999999999]]","[[5.022367388376581, 4.845695166783789, 4.7390593483023435, 4.704734904962042, 4.73160090823696, 4.797241050200919, 4.823800201611975, 4.843732054429511, 4.894246514924483, 4.964000524816332], [3.1339627237106824, 3.099510929599674, 3.0943872362526967, 3.1156210172328067, 3.162264081254871, 3.2121053397807193, 3.1434676969203066, 3.0013305890711854, 2.773047512948502, 2.53023582563687]]","[6.451129617032824, 1.744800745108611]"
70,"[[3.76, 3.96, 4.21, 4.42, 4.59, 4.81, 4.95, 5.09, 5.28, 5.41], [4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.239999999999999, 4.239999999999999, 4.249999999999999, 4.249999999999999]]","[[4.845695166783789, 4.7390593483023435, 4.704734904962042, 4.73160090823696, 4.797241050200919, 4.823800201611975, 4.843732054429511, 4.894246514924483, 4.964000524816332, 5.030157203074061], [3.099510929599674, 3.0943872362526967, 3.1156210172328067, 3.162264081254871, 3.2121053397807193, 3.1434676969203066, 3.0013305890711854, 2.773047512948502, 2.53023582563687, 2.362834230895651]]","[6.8073701804834235, 2.1388206490236645]"
71,"[[3.96, 4.21, 4.42, 4.59, 4.81, 4.95, 5.09, 5.28, 5.41, 5.52], [4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.239999999999999, 4.239999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[4.7390593483023435, 4.704734904962042, 4.73160090823696, 4.797241050200919, 4.823800201611975, 4.843732054429511, 4.894246514924483, 4.964000524816332, 5.030157203074061, 5.11718668253527], [3.0943872362526967, 3.1156210172328067, 3.162264081254871, 3.2121053397807193, 3.1434676969203066, 3.0013305890711854, 2.773047512948502, 2.53023582563687, 2.362834230895651, 2.2052719584294582]]","[6.956346171213249, 2.4489822229930187]"
72,"[[4.21, 4.42, 4.59, 4.81, 4.95, 5.09, 5.28, 5.41, 5.52, 5.65], [4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.239999999999999, 4.239999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[4.704734904962042, 4.73160090823696, 4.797241050200919, 4.823800201611975, 4.843732054429511, 4.894246514924483, 4.964000524816332, 5.030157203074061, 5.11718668253527, 5.225889798786081], [3.1156210172328067, 3.162264081254871, 3.2121053397807193, 3.1434676969203066, 3.0013305890711854, 2.773047512948502, 2.53023582563687, 2.362834230895651, 2.2052719584294582, 2.0618019876433644]]","[7.250653144504465, 2.7991673526717458]"
73,"[[4.42, 4.59, 4.81, 4.95, 5.09, 5.28, 5.41, 5.52, 5.65, 5.8], [4.2299999999999995, 4.2299999999999995, 4.2299999999999995, 4.239999999999999, 4.239999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[4.73160090823696, 4.797241050200919, 4.823800201611975, 4.843732054429511, 4.894246514924483, 4.964000524816332, 5.030157203074061, 5.11718668253527, 5.225889798786081, 5.355138075251124], [3.162264081254871, 3.2121053397807193, 3.1434676969203066, 3.0013305890711854, 2.773047512948502, 2.53023582563687, 2.362834230895651, 2.2052719584294582, 2.0618019876433644, 1.9365227673759313]]","[7.438628685373804, 2.9020609114875646]"
74,"[[4.59, 4.81, 4.95, 5.09, 5.28, 5.41, 5.52, 5.65, 5.8, 5.99], [4.2299999999999995, 4.2299999999999995, 4.239999999999999, 4.239999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[4.797241050200919, 4.823800201611975, 4.843732054429511, 4.894246514924483, 4.964000524816332, 5.030157203074061, 5.11718668253527, 5.225889798786081, 5.355138075251124, 5.501074179908701], [3.2121053397807193, 3.1434676969203066, 3.0013305890711854, 2.773047512948502, 2.53023582563687, 2.362834230895651, 2.2052719584294582, 2.0618019876433644, 1.9365227673759313, 1.8311536383230034]]","[7.516983136436411, 2.756588704546148]"
75,"[[4.81, 4.95, 5.09, 5.28, 5.41, 5.52, 5.65, 5.8, 5.99, 6.18], [4.2299999999999995, 4.239999999999999, 4.239999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[4.823800201611975, 4.843732054429511, 4.894246514924483, 4.964000524816332, 5.030157203074061, 5.11718668253527, 5.225889798786081, 5.355138075251124, 5.501074179908701, 5.659153922883644], [3.1434676969203066, 3.0013305890711854, 2.773047512948502, 2.53023582563687, 2.362834230895651, 2.2052719584294582, 2.0618019876433644, 1.9365227673759313, 1.8311536383230034, 1.7450676646630852]]","[7.648463472215309, 2.5808631267945854]"
76,"[[4.95, 5.09, 5.28, 5.41, 5.52, 5.65, 5.8, 5.99, 6.18, 6.43], [4.239999999999999, 4.239999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[4.843732054429511, 4.894246514924483, 4.964000524816332, 5.030157203074061, 5.11718668253527, 5.225889798786081, 5.355138075251124, 5.501074179908701, 5.659153922883644, 5.825562376099144], [3.0013305890711854, 2.773047512948502, 2.53023582563687, 2.362834230895651, 2.2052719584294582, 2.0618019876433644, 1.9365227673759313, 1.8311536383230034, 1.7450676646630852, 1.6764511455264761]]","[7.813102621155297, 2.427314220782824]"
77,"[[5.09, 5.28, 5.41, 5.52, 5.65, 5.8, 5.99, 6.18, 6.43, 6.66], [4.239999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[4.894246514924483, 4.964000524816332, 5.030157203074061, 5.11718668253527, 5.225889798786081, 5.355138075251124, 5.501074179908701, 5.659153922883644, 5.825562376099144, 5.997479256329274], [2.773047512948502, 2.53023582563687, 2.362834230895651, 2.2052719584294582, 2.0618019876433644, 1.9365227673759313, 1.8311536383230034, 1.7450676646630852, 1.6764511455264761, 1.6231164823894564]]","[7.9341762625548595, 2.2465969215755526]"
78,"[[5.28, 5.41, 5.52, 5.65, 5.8, 5.99, 6.18, 6.43, 6.66, 6.89], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[4.964000524816332, 5.030157203074061, 5.11718668253527, 5.225889798786081, 5.355138075251124, 5.501074179908701, 5.659153922883644, 5.825562376099144, 5.997479256329274, 6.1728474391719725], [2.53023582563687, 2.362834230895651, 2.2052719584294582, 2.0618019876433644, 1.9365227673759313, 1.8311536383230034, 1.7450676646630852, 1.6764511455264761, 1.6231164823894564, 1.582545551337164]]","[8.060265351655188, 2.0861552682294064]"
79,"[[5.41, 5.52, 5.65, 5.8, 5.99, 6.18, 6.43, 6.66, 6.89, 7.1], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[5.030157203074061, 5.11718668253527, 5.225889798786081, 5.355138075251124, 5.501074179908701, 5.659153922883644, 5.825562376099144, 5.997479256329274, 6.1728474391719725, 6.350289844707233], [2.362834230895651, 2.2052719584294582, 2.0618019876433644, 1.9365227673759313, 1.8311536383230034, 1.7450676646630852, 1.6764511455264761, 1.6231164823894564, 1.582545551337164, 1.5523099313193747]]","[8.299659036830647, 2.0282734642440268]"
80,"[[5.52, 5.65, 5.8, 5.99, 6.18, 6.43, 6.66, 6.89, 7.1, 7.3], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[5.11718668253527, 5.225889798786081, 5.355138075251124, 5.501074179908701, 5.659153922883644, 5.825562376099144, 5.997479256329274, 6.1728474391719725, 6.350289844707233, 6.529000018930179], [2.2052719584294582, 2.0618019876433644, 1.9365227673759313, 1.8311536383230034, 1.7450676646630852, 1.6764511455264761, 1.6231164823894564, 1.582545551337164, 1.5523099313193747, 1.5308000817335643]]","[8.515801643228276, 1.9735320582426585]"
81,"[[5.65, 5.8, 5.99, 6.18, 6.43, 6.66, 6.89, 7.1, 7.3, 7.48], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[5.225889798786081, 5.355138075251124, 5.501074179908701, 5.659153922883644, 5.825562376099144, 5.997479256329274, 6.1728474391719725, 6.350289844707233, 6.529000018930179, 6.708437190265849], [2.0618019876433644, 1.9365227673759313, 1.8311536383230034, 1.7450676646630852, 1.6764511455264761, 1.6231164823894564, 1.582545551337164, 1.5523099313193747, 1.5308000817335643, 1.5165768070384276]]","[8.693822369785503, 1.8719929857417357]"
82,"[[5.8, 5.99, 6.18, 6.43, 6.66, 6.89, 7.1, 7.3, 7.48, 7.69], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[5.355138075251124, 5.501074179908701, 5.659153922883644, 5.825562376099144, 5.997479256329274, 6.1728474391719725, 6.350289844707233, 6.529000018930179, 6.708437190265849, 6.888226820651507], [1.9365227673759313, 1.8311536383230034, 1.7450676646630852, 1.6764511455264761, 1.6231164823894564, 1.582545551337164, 1.5523099313193747, 1.5308000817335643, 1.5165768070384276, 1.5078768756715326]]","[8.89892060917995, 1.8312182453004389]"
83,"[[5.99, 6.18, 6.43, 6.66, 6.89, 7.1, 7.3, 7.48, 7.69, 7.79], [4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999, 4.249999999999999]]","[[5.501074179908701, 5.659153922883644, 5.825562376099144, 5.997479256329274, 6.1728474391719725, 6.350289844707233, 6.529000018930179, 6.708437190265849, 6.888226820651507, 7.068177474741357], [1.8311536383230034, 1.7450676646630852, 1.6764511455264761, 1.6231164823894564, 1.582545551337164, 1.5523099313193747, 1.5308000817335643, 1.5165768070384276, 1.5078768756715326, 1.5036623658975112]]","[8.981035126451868, 1.6748324664672363]"
